n_chains,n_components,design,seed,update,log_evidence,q_before,rho_score,abs_rho_score,max_param_change,rel_ll_increment,ll_increment,monotone_ok,rho,innovation_mean,innovation_var,innovation_excess_kurtosis,min_sd_over_dx,min_component_mass,max_component_mass,effective_components,q_after,seconds
2048,8,uniform,0,0,-89551.23829883084,-92212.33411267289,0.14102672643153935,0.14102672643153935,0.0,nan,nan,1,0.3,-2.7755575615628914e-17,1.2058693843641055,-0.03813030548316876,17.515629689622397,0.125,0.125,7.999999999999998,-91252.07490889769,3.1042011147364974
2048,8,uniform,0,1,-87872.9137552365,-87546.04351474992,0.11572475174985736,0.11572475174985736,0.1429779686279391,0.01874150012302232,1678.324543594339,1,0.43337803738602293,0.0025499760100830622,1.037880492520941,0.02895901406182899,16.508108929174092,0.12080415880484786,0.1326174817964274,7.996927932187821,-86904.14246577324,3.0587481511756778
2048,8,uniform,0,2,-86739.89599197793,-83381.51003858488,0.09349650439294978,0.09349650439294978,0.11235928092189762,0.012893822622230398,1133.0177632585692,1,0.5288573363710518,0.003158880453563393,0.9055612340843472,0.08400085880284847,15.639628935956344,0.11695185732714361,0.1395504589756878,7.989040820397577,-82943.93050767871,2.720453848131001
2048,8,uniform,0,3,-85960.34922475007,-79670.88047308358,0.07528976608003714,0.07528976608003714,0.08954560651508958,0.008987176642452474,779.546767227861,1,0.596760683923196,0.0031487195085791765,0.7997931197260603,0.12926997583958277,14.888530912176149,0.1134523278500777,0.14587190944300338,7.977847195572134,-79364.37028056949,2.6267449813894928
2048,8,uniform,0,4,-85409.76041132648,-76376.92659372669,0.061095931806341354,0.061095931806341354,0.07180154717833143,0.006405148634099065,550.5888134235865,1,0.6455732743270122,0.002991944673226742,0.7148561473917803,0.16679571606976085,14.240128605632018,0.1102986168559104,0.15160166193215563,7.964522959955532,-76156.37698586984,2.592776549048722
2048,8,uniform,0,5,-85010.93235777866,-73461.47227072399,0.050279897766642566,0.050279897766642566,0.05793543193877171,0.004669584033804831,398.82805354782613,1,0.6814526560616865,0.002828292079098567,0.6464274549430233,0.19866409684132202,13.680206450173683,0.10746947297112806,0.156766136134868,7.94999190568889,-73299.13936582199,2.7179610449820757
2048,8,uniform,0,6,-84715.91853945801,-70884.54089754357,0.04204215527519431,0.04204215527519431,0.04714889062992472,0.0034703044671836178,295.0138183206436,1,0.708554729440116,0.002688044513988273,0.5910251688624683,0.2268367628039787,13.195056662466255,0.1049342423161307,0.16140908674501936,7.934929436636427,-70762.86380365244,2.6327235028147697
2048,8,uniform,0,7,-84494.0197574415,-68606.53007418258,0.035678501476980616,0.035678501476980616,0.03877358867218783,0.0026193280535954083,221.89878201650572,1,0.7295912722640208,0.002572122599979866,0.5458586586552477,0.2529814979998859,12.772397561322492,0.10265822173125255,0.16558489692161607,7.919791643187329,-68513.96495356491,2.6665948261506855
2048,8,uniform,0,8,-84324.83307254128,-66590.33468433621,0.03065633827044998,0.03065633827044998,0.03225005777600776,0.0020023509993477955,169.18668490022537,1,0.7463207739136176,0.0024760122004894355,0.5087360027920795,0.27842395742602344,12.401814626816156,0.100606905412331,0.1693501204005063,7.904865082083883,-66519.02839961558,2.618837570771575
2048,8,uniform,0,9,-84194.34649848462,-64802.556153785044,0.026601354218754664,0.026601354218754664,0.02713221938472321,0.0015474275999385351,130.48657405666017,1,0.7598978761762976,0.0023954568043770834,0.4779622676758764,0.3041804502945462,12.074750485139562,0.09874855655909782,0.17275794383289772,7.890317354083165,-64747.01802223718,2.6226137559860945
2048,8,uniform,0,10,-84092.68486876579,-63213.87738287085,0.023258290277319536,0.023258290277319536,0.02307800145025035,0.0012074638493768698,101.66162971883023,1,0.7710991389526414,0.0023272500286015472,0.4522366112943763,0.33101900320159583,11.784276475808225,0.09705534482763128,0.17585562608958846,7.87623790957785,-63170.185464443675,2.8263308419846
2048,8,uniform,0,11,-84012.74676940074,-61798.91875808311,0.020453530661172184,0.020453530661172184,0.019830926388440417,0.0009505951616339314,79.93809936505568,1,0.7804625259642328,0.0022690334690462213,0.4305612314396292,0.3595189691782017,11.52480516780931,0.09550355877142991,0.17868385925011723,7.86266717524033,-61764.22330300942,2.640002434607595
