n_chains,n_components,design,seed,update,log_evidence,q_before,rho_score,abs_rho_score,max_param_change,rel_ll_increment,ll_increment,monotone_ok,rho,innovation_mean,innovation_var,innovation_excess_kurtosis,min_sd_over_dx,min_component_mass,max_component_mass,effective_components,q_after,seconds
512,4,low,0,0,-21330.646849499994,-21464.13698177745,0.30131772235123516,0.30131772235123516,0.0,nan,nan,1,0.3,2.7755575615628914e-17,1.067910107432684,-0.15067769840416068,17.40193887518895,0.25,0.25,4.0,-20333.841607448136,0.5413542669266462
512,4,low,0,1,-19652.435547852052,-18770.17408145094,0.1743975847969249,0.1743975847969249,0.2801735955468128,0.07867606235707193,1678.2113016479416,1,0.5801735955468128,0.006938334895241804,0.7596032935358461,0.025441363612744627,15.471422743550642,0.22919162895497142,0.27292763584573504,3.989161214484998,-18385.63338172466,0.5212561497464776
512,4,low,0,2,-19040.448819920737,-17076.691634812953,0.10330916153071244,0.10330916153071244,0.12579669368120827,0.03114050298962578,611.9867279313148,1,0.6944499506926838,0.0058342078175561566,0.5950644728996909,0.1425125550664461,14.09085915217239,0.2164465640014797,0.28901811323374627,3.9697509128212443,-16904.7553120718,0.5283325738273561
512,4,low,0,3,-18755.86386495545,-15881.350858422693,0.06939016378793106,0.06939016378793106,0.08334749275757303,0.014946336489061457,284.5849549652885,1,0.7482416862134486,0.004954937909372467,0.49459753680359464,0.23277164571724107,13.048837417209688,0.20687423358416462,0.3012023769654116,3.9488296520281434,-15792.030848189563,0.5069789928384125
512,4,low,0,4,-18605.548443244254,-14999.974739983867,0.050496870193402064,0.050496870193402064,0.0560953873535634,0.008014316098340487,150.31542171119509,1,0.7788602326931601,0.004452861100635944,0.43065761166519895,0.31312890848481256,12.252829149055513,0.1993346095554261,0.31072503763938386,3.9287876550285743,-14949.595879241991,0.546166576910764
512,4,low,0,5,-18520.25256131361,-14333.46018151237,0.03811096598813726,0.03811096598813726,0.03917642731457227,0.004584432551979695,85.2958819306441,1,0.7985532688384298,0.004138998953607278,0.38806011125765943,0.39299594421400386,11.629301083742824,0.19312578063242228,0.3184874769896484,3.910047967487786,-14303.27604624692,0.5482936101034284
512,4,low,0,6,-18469.153677513386,-13820.299691233944,0.029260337432583456,0.029260337432583456,0.027936614793289294,0.0027590813694928773,51.09888380022312,1,0.8120647095596057,0.003927537193767852,0.3585463522013107,0.4768792123404779,11.128422770448472,0.18780266382121216,0.32506334793510827,3.892444232104813,-13801.226893989926,0.5618003560230136
512,4,low,0,7,-18436.988760815264,-13419.664825354317,0.02267083231507141,0.02267083231507141,0.020267636672269995,0.0017415479485280321,32.1649166981224,1,0.8216795735592124,0.003778666329956042,0.3374979966382151,0.5666866099922183,10.717558077501485,0.1830897907387455,0.33080944777465066,3.875711448293955,-13406.973378350123,0.5414312481880188
512,4,low,0,8,-18415.702928889288,-13103.067284697947,0.01765786961861068,0.01765786961861068,0.015911040691186512,0.0011545178121068922,21.2858319259758,1,0.8286788994118139,0.00367110337223646,0.3221834614716067,0.6629328959162706,10.374857336259302,0.1788130720580568,0.3359541609634516,3.8596094315105356,-13094.172528577961,0.5591193996369839
512,4,low,0,9,-18400.864604109724,-12849.875535330522,0.013798411113920972,0.013798411113920972,0.013049847147473204,0.0008057430572626815,14.838324779564573,1,0.8338512398506992,0.003592200144288355,0.3108914529910431,0.7653471517548884,10.08519566987146,0.1748595785623633,0.3406487953550751,3.8439468370141743,-12843.317420317704,0.5395937953144312
