n_chains,n_components,design,seed,update,log_evidence,q_before,rho_score,abs_rho_score,max_param_change,rel_ll_increment,ll_increment,monotone_ok,rho,innovation_mean,innovation_var,innovation_excess_kurtosis,min_sd_over_dx,min_component_mass,max_component_mass,effective_components,q_after,seconds
2048,4,uniform,0,0,-89186.04845690844,-89430.31672969865,0.15495064557896196,0.15495064557896196,0.0,nan,nan,1,0.3,2.7755575615628914e-17,1.067910107432684,-0.15067769840416068,17.40193887518895,0.25,0.25,4.0,-88511.93195571454,2.4935209460090846
2048,4,uniform,0,1,-87592.53608107322,-85540.70301288215,0.12483985781128831,0.12483985781128831,0.1369928484188176,0.01786728309422905,1593.5123758352129,1,0.4369928484188176,0.002547611461686844,0.9520607214928793,-0.06833295434845477,16.657545931593607,0.24227495850576067,0.25886822136731913,3.9984185995581023,-84932.76245908564,2.4908699120860547
2048,4,uniform,0,2,-86527.19450152904,-81880.73589982101,0.09854884197558918,0.09854884197558918,0.09804600257921714,0.012162469854259417,1065.3415795441833,1,0.5350388509980347,0.0031520620188829696,0.8505450623047456,0.005592202682658698,15.961602695892418,0.23537008105030735,0.267361521279221,3.9940529590846396,-81472.40865183604,2.420182937057689
2048,4,uniform,0,3,-85802.67615876786,-78499.95356835124,0.07750054951137779,0.07750054951137779,0.06881833267593096,0.008373302138536045,724.5183427611773,1,0.6038571836739657,0.003111653186242083,0.7630162107776267,0.07017319884365047,15.320039076389811,0.22908966377807471,0.2753128662989902,3.987506286085825,-78216.34714181186,2.524557086871937
2048,4,uniform,0,4,-85293.59016193706,-75425.14512766615,0.061634490518926194,0.061634490518926194,0.05517874815667412,0.005933218165466103,509.08599683080683,1,0.6524558434335169,0.0029250450529105534,0.689041011162141,0.12524098343956025,14.739529998125878,0.22340886660681833,0.282587993313675,3.9794514444828804,-75221.31331114241,2.5009734728373587
2048,4,uniform,0,5,-84924.49795417549,-72659.71834961345,0.04998917957193966,0.04998917957193966,0.04774238355043936,0.004327314714515078,369.0922077615687,1,0.6876035407960481,0.002742115946723259,0.627406911040545,0.17181704645688223,14.221140981516502,0.21832301198793364,0.2891396064938241,3.970517125856217,-72509.27847509396,2.444242979865521
2048,4,uniform,0,6,-84650.47598858067,-70189.76363936969,0.04142438053691482,0.04142438053691482,0.0408220540905494,0.003226653936095996,274.0219655948167,1,0.7138460340878093,0.0025926159122992756,0.5763965893500106,0.21158972960692957,13.761099271393784,0.21380138008645186,0.2949923372065897,3.9611951201927242,-70076.58580292054,2.491881265072152
2048,4,uniform,0,7,-84443.54200004129,-67991.5352841354,0.0349907649657399,0.0349907649657399,0.034695205671401275,0.0024445696981940297,206.9339885393856,1,0.7340799689524925,0.0024743582048999376,0.5342013300333807,0.2463471208179544,13.353206423818625,0.20978971419980477,0.30021061364417084,3.95182154490722,-67905.16842452853,2.4751752738375217
2048,4,uniform,0,8,-84285.26501893629,-66037.48477689929,0.030010808620458674,0.030010808620458674,0.029434599069657674,0.0018743527018906597,158.27698110499477,1,0.7501268650623789,0.0023800620697608656,0.49917780510645426,0.2776635143438706,12.990675829818404,0.2062238086509142,0.30487300938396156,3.9426026744690628,-65970.82045519663,2.4302132439333946
2048,4,uniform,0,9,-84162.9530236863,-64300.0405339736,0.02603554855583666,0.02603554855583666,0.024991448340351108,0.0014511670008097385,122.31199524998374,1,0.7631468887946149,0.002303544270726105,0.46994460129513954,0.3068005683049293,12.667107659697601,0.20304000568315125,0.3090573744796711,3.933652249142597,-64248.07699309765,2.5032293640542775
2048,4,uniform,0,10,-84067.59409784946,-62753.53253261863,0.022775960468826018,0.022775960468826018,0.021265342680908406,0.0011330273286633311,95.35892583684472,1,0.773900590526696,0.002240374116316645,0.4453861985359883,0.3347195369584055,12.376872247097419,0.20018059738124372,0.31283406242718226,3.9250238785999882,-62712.66772281424,2.4964175189379603
2048,4,uniform,0,11,-83992.65305276668,-61374.94116960745,0.020045686945637953,0.020045686945637953,0.01827215551120348,0.0008914379659248806,74.94104508278542,1,0.7829051557138405,0.0021874581355167677,0.4246185698469328,0.3621324935397907,12.11518180474321,0.19759567035885814,0.3162638221669159,3.9167344000966438,-61342.53702281165,2.4683244000189006
2048,4,uniform,0,12,-83933.31672846718,-60144.01387472286,0.017721773682037013,0.017721773682037013,0.015773870584640415,0.0007064466014928668,59.33632429949648,1,0.7905258633253445,0.002142603662977148,0.4069455897261305,0.3895577423256995,11.87802662245087,0.19524307535422042,0.31939795034617,3.9087792228376306,-60118.11276109888,2.504109787987545
2048,4,uniform,0,13,-83885.99655598133,-59043.08845248446,0.015720105504924854,0.015720105504924854,0.013655183516760205,0.0005637829449649579,47.3201724858518,1,0.79702985897861,0.0021042163691039036,0.3918186284627029,0.41736691280208316,11.66206677292579,0.19308760646710216,0.3222793451157913,3.901141907100246,-59022.22183488233,2.463409174932167
2048,4,uniform,0,14,-83847.98965633211,-58056.80733385068,0.013980704201228362,0.013980704201228362,0.01185184742565265,0.0004530780012115039,38.00689964921912,1,0.8026184418399624,0.0020711068481996543,0.3788031553295647,0.44582137836985325,11.464520257809953,0.19109995889222522,0.3249437900610616,3.8937999706490314,-58039.86335894956,2.4260728789959103
2048,4,uniform,0,15,-83817.24255567258,-57171.812911908084,0.012459060416485009,0.012459060416485009,0.010310826212247659,0.0003667005110743009,30.74710065952968,1,0.8074470746422011,0.0020423670171964814,0.36755253576086744,0.47509930259861877,11.28306315981559,0.18925572164929416,0.3274211765518646,3.8867283430354096,-57157.9430435526,2.506774313049391
2048,4,uniform,0,16,-83792.18351615142,-56376.4632853301,0.01112098801727863,0.01112098801727863,0.008988758503623573,0.0002989723684183178,25.05903952116205,1,0.8116382520540082,0.002017289269508167,0.3577879635085549,0.5053154566471973,11.115745821932974,0.1875344999920485,0.32973656133134777,3.8799013897827317,-56365.01545164705,2.5025389620568603
2048,4,uniform,0,17,-83771.60181037665,-55660.58234402128,0.009939494318833562,0.009939494318833562,0.0078502870532417,0.0002456279919092385,20.581705774762668,1,0.8152900924426013,0.0019953121357724163,0.3492832399511176,0.5365357764151719,10.96092440368605,0.1859191870824383,0.33191104137825717,3.873294077796721,-55651.052433737554,2.4534668209962547
2048,4,uniform,0,18,-83754.55968584002,-55015.24637406932,0.008892804620068757,0.008892804620068757,0.0070680984359467736,0.0002034355816092274,17.04212453663058,1,0.8184822761000573,0.0019759828473300428,0.3418532500346758,0.5687881935697257,10.817205632788818,0.18439537374411288,0.333962462066472,3.8668826280252997,-55007.24263117797,2.50874514807947
2048,4,uniform,0,19,-83740.32743339686,-54432.604446676356,0.00796305950925241,0.00796305950925241,0.006472021243929288,0.0001699280910382699,14.232252443165635,1,0.8212802739194467,0.001958930991199675,0.33534521343844065,0.602070852448997,10.68340234939664,0.18295087518078312,0.33590598500978436,3.8606448627387557,-54425.82105598012,2.4832752300426364
2048,4,uniform,0,20,-83728.33500001671,-53905.728197758945,0.007135416960479531,0.007135416960479531,0.005948701392223504,0.00014320977416388316,11.992433380146394,1,0.8237384343126133,0.0019438496234791536,0.32963200833665623,0.6363584891385989,10.558497694244537,0.18157535261302754,0.33775454234743874,3.854560371191464,-53899.92550026198,2.4379684689920396
2048,4,uniform,0,21,-83718.13559070084,-53428.48640004895,0.006397408348628119,0.006397408348628119,0.005486385139096217,0.00012181550386580426,10.19940931587189,1,0.825902282753894,0.001930481500752442,0.32460704396354534,0.6716075032396671,10.441616166578164,0.1802600102500435,0.33951920094463844,3.848610567420113,-53423.47594490914,2.497506796848029
2048,4,uniform,0,22,-83709.37805522751,-52995.44011144305,0.00573846123596861,0.00573846123596861,0.005075570371306848,0.00010460738777249972,8.757535473327152,1,0.8278102634109742,0.0019186088847985266,0.32018029504445167,0.7077600803252859,10.332000137222021,0.178997351382479,0.34120945582754547,3.842778684090286,-52991.07327323977,2.512034027837217
